Prediction Datetime,Resolution code,Quarter hour,Input data availability,System imbalance forecast,"Probability in [-inf,-400]","Probability in [-400,-200]","Probability in [-200,0]","Probability in [0,200]","Probability in [200,400]","Probability in [400,inf]"
2023-01-31T04:43:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,51.03999129232305,2.7708507542296068e-14,5.429751351371487e-07,0.07531027983570433,0.9242891667238701,0.0004000087212223915,1.7440403482077945e-09
2023-01-31T04:42:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,35.94490867901145,3.450269593616714e-12,8.3997471078544e-06,0.17000084414715616,0.8294558020512537,0.0005349449447371829,9.106294880061116e-09
2023-01-31T04:41:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,25.78570985669776,1.4701006065869387e-10,7.101917988393356e-05,0.3335372455099717,0.6655351882420747,0.0008564916205423043,5.530051719178718e-08
2023-01-31T04:40:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,-3.684017163021423,3.221627174449346e-09,0.00032776181481395484,0.41645201633621226,0.582009894777312,0.001210107553458643,2.1629657593298325e-07
2023-01-31T04:39:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,22.709774618622376,2.0843922595615327e-08,0.0007554233456765062,0.40135088240910555,0.5954533551207515,0.0024392791767167835,1.0391038271457796e-06
2023-01-31T04:38:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,-1.2776851453977933,2.0711300142729296e-07,0.0016426627670562649,0.4390542767216224,0.5487281634956637,0.010550005463330011,2.4684439326388995e-05
2023-01-31T04:37:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,41.10813727021355,3.560767735675585e-07,0.0010542310179798078,0.2453544532896383,0.7232925208479852,0.030177313012681697,0.00012112575494149105
2023-01-31T04:36:07+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,27.12106863972343,3.878693784014106e-06,0.0037557962908684375,0.3477259377906258,0.6280278700141387,0.020359532598304964,0.00012698461227808215
2023-01-31T04:35:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,19.05587306481459,2.0653763723563805e-05,0.00789934197175234,0.37564731277587843,0.5851179103528369,0.030976179355003224,0.00033860178080553476
2023-01-31T04:34:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,16.95721403511111,0.00012398888000316404,0.013830768475489377,0.3510603748872433,0.5835120773723177,0.05046517325530438,0.0010076171296421357
2023-01-31T04:33:07+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,-5.880494886266042,0.002130049778889384,0.051921758536702126,0.44552955469589767,0.4541702044617254,0.04379293409117508,0.0024554984356101608
2023-01-31T04:32:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,-10.816938157914532,0.002421237674735275,0.08162325513065809,0.47914903006883935,0.3989037638786289,0.03649189454238156,0.0014108187047568673
2023-01-31T04:31:06+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,-34.241764313342316,0.0031614668481347,0.09247241358328934,0.48354924605802296,0.3810334188981275,0.03818388643466824,0.0015995681777573512
2023-01-31T04:30:07+00:00,PT1M,2023-01-31T04:30:00+00:00,1.0,-6.307625385635696,0.0035029683162350273,0.09146469899886804,0.4597626873519654,0.39847060875515805,0.044864342153033504,0.0019346944247400331
2023-01-31T04:29:06+00:00,PT1M,2023-01-31T04:15:00+00:00,1.0,-11.643556814485194,1.2956278351034604e-13,7.57439837761423e-06,0.6498158400849412,0.35016868759080133,7.897922480520776e-06,3.2696977995558998e-12
2023-01-31T04:28:08+00:00,PT1M,2023-01-31T04:15:00+00:00,1.0,-3.093089124374938,5.222340899829009e-12,3.5448874234532596e-05,0.6649587355275077,0.3349804059707919,2.5409562348578775e-05,5.989508798968952e-11
2023-01-31T04:27:06+00:00,PT1M,2023-01-31T04:15:00+00:00,1.0,-27.975772943950787,7.341481221649451e-11,9.947495144908344e-05,0.7194345164683681,0.2803878738037636,7.813374239300306e-05,9.606115046382965e-10
2023-01-31T04:26:06+00:00,PT1M,2023-01-31T04:15:00+00:00,1.0,-17.422666643404146,3.5195916262755015e-10,0.0001277149241908638,0.5445126863031904,0.4548889482673189,0.00047062504017048425,2.5113170255453238e-08
