System imbalance forecast,Input data availability,"Probability in [-400,-200]",Prediction Datetime,"Probability in [400,inf]","Probability in [-inf,-400]","Probability in [-200,0]",Resolution code,Quarter hour,"Probability in [0,200]","Probability in [200,400]"
1.4364124724245961,1.0,1.2247005749208345e-05,2023-01-27T01:43:06+00:00,1.182003336405443e-10,2.2833046020996485e-12,0.39879414184366935,PT1M,2023-01-27T01:30:00+00:00,0.6011362428278466,5.7368202251058644e-05
16.668737618930578,1.0,5.171719331662317e-05,2023-01-27T01:42:06+00:00,9.188136189705573e-10,7.700538099987445e-11,0.417848465136159,PT1M,2023-01-27T01:30:00+00:00,0.5819804018533793,0.00011941482132616202
17.794230538356704,1.0,0.0002455113447622253,2023-01-27T01:41:06+00:00,4.972588058720292e-09,1.8739422336305975e-09,0.5219385516886915,PT1M,2023-01-27T01:30:00+00:00,0.47762795612169,0.00018797399832602485
-9.541603088781144,1.0,0.001035679268910936,2023-01-27T01:40:06+00:00,1.7254456889415422e-08,3.164362232686254e-08,0.63911851746745,PT1M,2023-01-27T01:30:00+00:00,0.3595922702565873,0.0002534841089726151
-10.935818628449013,1.0,0.0036408504710490268,2023-01-27T01:39:06+00:00,2.90517010118808e-08,5.435379408189633e-07,0.6532899227693904,PT1M,2023-01-27T01:30:00+00:00,0.3427453846627574,0.00032326950716143237
-19.459723116645566,1.0,0.01940179774441557,2023-01-27T01:38:06+00:00,1.2557788548591524e-07,2.8248026119240893e-05,0.7305539298637692,PT1M,2023-01-27T01:30:00+00:00,0.2495150240370105,0.0005008747507999899
-83.68923276046148,1.0,0.05432844832221563,2023-01-27T01:37:06+00:00,3.01396263881977e-07,0.00012278849709464662,0.8155068843869454,PT1M,2023-01-27T01:30:00+00:00,0.12967570698442787,0.0003658704130525402
-58.66267912359578,1.0,0.02636872345677419,2023-01-27T01:36:06+00:00,9.723123424879453e-06,5.6951753337133334e-05,0.675820740851241,PT1M,2023-01-27T01:30:00+00:00,0.29392869166901225,0.0038151691462106076
12.216769700639247,1.0,0.01106319007005929,2023-01-27T01:35:06+00:00,0.00014849069300340838,3.74020953450806e-05,0.402190162927378,PT1M,2023-01-27T01:30:00+00:00,0.5591341391133108,0.027426615100903478
-1.5898002750875868,1.0,0.02609692336687607,2023-01-27T01:34:06+00:00,0.00035384559968293193,0.0002827135015655536,0.4473237533896164,PT1M,2023-01-27T01:30:00+00:00,0.49306077290894523,0.03288199123331396
